id,Author_Name,Fact_Check_Source,Source_Type,Statement,Eng_Trans_Statement,News Body,Eng_Trans_News_Body,Media_Link,Publish_Date,Fact_Check_Link,News_Category,Language,Region,Platform,Text,Video,Image,Label,publish_date_parsed,pub_year,pub_month,pub_dayofweek,Eng_Trans_News_Body_polarity,Eng_Trans_News_Body_subjectivity,Eng_Trans_Statement_wordcount,Eng_Trans_News_Body_wordcount,Statement_wordcount,News Body_wordcount,Text_flag,Video_flag,Image_flag,label_numeric
BFNK_11,Kalim Ahmed,Alt News,IFCN,अग्निपथ योजना का विरोध: क्या ‘शमी असलम’ ने हिंसा भड़काने वाली चैट में खुद को हिंदू बताया?,Opposition to Agneepath Yojana: Did 'Shami Aslam' call himself a Hindu in the provocative chat of violence?," सरकार की एक नई सैन्य भर्ती नीति, अग्निपथ योजना के खिलाफ़ देश भर में विरोध किया जा रहा है. इन सब के बीच सोशल मीडिया पर एक व्हाट्सऐप ग्रुप की… "," A new military recruitment policy of the government is being protested across the country against the Agneepath scheme. Amidst all this, a WhatsApp group on social media…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/aslam.jpg?resize=300%2C169&ssl=1,23rd June 2022,https://www.altnews.in/Hindi/agneepath-scheme-protest-did-shami-aslam-pose-as-hindu-in-chat-inciting-violence/,Politics,Hindi,Kanpur,Twitter,no,no,yes,0,2022-06-23,2022.0,6.0,Thursday,0.023232323232323226,0.20707070707070707,17,27,17,30,0,0,1,0
BFNK_12,Abhishek Kumar,Alt News,IFCN,राजस्थान में हुए किसान प्रदर्शन का वीडियो नूपुर शर्मा की गिरफ़्तारी के गलत दावे से शेयर,Video of farmer demonstration in Rajasthan shared with the wrong claim of Nupur Sharma's arrest," पैगंबर मोहम्मद पर विवादित टिपण्णी के बाद से भाजपा प्रवक्ता नूपुर शर्मा लापता है. मुंबई पुलिस व कोलकाता पुलिस, उनकी तालाश कर रही है. फिलहाल नुपुर शर्मा ने हाजिर होने के… "," BJP spokesperson Nupur Sharma is missing since the controversial comment on Prophet Mohammed. The Mumbai Police and Kolkata Police are searching them. At present, Nupur Sharma has appeared…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Untitled-design-10.jpg?resize=300%2C157&ssl=1,22nd June 2022,https://www.altnews.in/Hindi/farmer-protest-in-rajsthan-churu-video-shared-as-nupur-sharma-arrested-by-police/,Politics,Hindi,Rajasthan,Twitter,no,yes,no,1,2022-06-22,2022.0,6.0,Wednesday,0.11666666666666668,0.3333333333333333,15,28,16,31,0,1,0,1
BFNK_13,Abhishek Kumar,Alt News,IFCN,नोएडा का पुराना वीडियो जम्मू में नूपुर शर्मा के समर्थन में रैली निकालने के दावे से शेयर,Noida's old video shared with claims of taking out a rally in support of Nupur Sharma in Jammu,भाजपा प्रवक्ता नुपुर शर्मा ने पैगंबर मोहम्मद पर विवादित टिपण्णी की थी. इसे लेकर देशभर में माहौल गरम रहा. मुस्लिम समुदाय ने इस टिप्पणी के खिलाफ़ जमकर विरोध प्रदर्शन किया….,BJP spokesperson Nupur Sharma made a disputed comment on Prophet Mohammed. The atmosphere across the country was hot about this. The Muslim community staged a fierce protest against this comment….,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Untitled-design-8-1.jpg?resize=300%2C157&ssl=1,18th June 2022,https://www.altnews.in/Hindi/jammu-hindu-protested-in-support-of-nupur-sharma-false-claim-video-unrelated/,Politics,Hindi,Jammu,Twitter,no,no,yes,1,2022-06-18,2022.0,6.0,Saturday,0.25,0.8500000000000001,18,30,17,30,0,0,1,1
BFNK_14,Kalim Ahmed,Alt News,IFCN,फ़ैक्ट-चेक : अमित शाह ने उत्तराखंड के CM को खत लिखकर नूपुर शर्मा की तारीफ़ की?,Fact-check: Amit Shah wrote a letter to the CM of Uttarakhand and praised Nupur Sharma?," निलंबित भाजपा प्रवक्ता नूपुर शर्मा ने लाइव चल रहे एक टीवी न्यूज़ पर अपमानजनक बयान दिया था. उनके बयान पर चल रहे विवादों के बीच, सोशल मीडिया पर गृह मंत्री… "," Suspended BJP spokesperson Nupur Sharma made a derogatory statement on a TV news running live. Amidst the ongoing controversies over his statement, Home Minister on social media…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/nupur-letter.jpg?resize=300%2C169&ssl=1,17th June 2022,https://www.altnews.in/Hindi/fake-letter-portraying-amit-shah-praising-nupur-sharma-viral/,Politics,Hindi,Delhi,Twitter,no,no,yes,0,2022-06-17,2022.0,6.0,Friday,0.08484848484848484,0.2833333333333333,15,27,16,30,0,0,1,0
BFNK_15,Kalim Ahmed,Alt News,IFCN,"सद्‌गुरु का ‘सिर्फ टीवी पर असहिष्णुता’ का दावा, डेटा से बिल्कुल अलग है",Sadhguru's claim of 'only TV intolerance' is completely different from data," ईशा फ़ाउंडेशन के संस्थापक जग्गी वासुदेव, जिन्हें ‘सद्गुरु’ के नाम से जाना जाता है, ने 6 जून को ANI को दिए एक इंटरव्यू में दावा किया कि भारत ने पिछले… "," The founder of Isha Foundation Jaggi Vasudev, known as 'Sadhguru', claimed in an interview to ANI on 6 June that India has last…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/ani-sadh.jpg?resize=300%2C168&ssl=1,16th June 2022,https://www.altnews.in/Hindi/sadhgurus-claim-of-intolerance-only-on-tv-falls-flat-against-data/,Politics,Hindi,India,Twitter,no,yes,no,0,2022-06-16,2022.0,6.0,Thursday,0.0,0.0,11,23,13,30,0,1,0,0
BFNK_16,Abhishek Kumar,Alt News,IFCN,कोलकाता में नूपुर शर्मा का विरोध कर रहे प्रदर्शनकारियों ने एक पुलिसकर्मी की हत्या की?,The protesters protesting Nupur Sharma in Kolkata killed a policeman?," पूर्व भाजपा प्रवक्ता नूपुर शर्मा ने पैगम्बर मोहम्मद पर विवादित टिपण्णी की थी. इसके बाद कोलकाता, झारखंड, उत्तर प्रदेश, बिहार समेत देशभर में मुस्लिम समुदाय ने इसका विरोध किया. कई… "," Former BJP spokesperson Nupur Sharma made a disputed comment on Prophet Mohammed. After this, the Muslim community across the country including Kolkata, Jharkhand, Uttar Pradesh, Bihar opposed it. Many…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Untitled-design-5-2.jpg?resize=300%2C157&ssl=1,15th June 2022,https://www.altnews.in/Hindi/kolkata-bangladesh-high-commission-constable-suicide-nupur-sharma-protest-false/,Politics,Hindi,Kolkata,Twitter,no,yes,no,0,2022-06-15,2022.0,6.0,Wednesday,0.0,0.0,10,29,15,30,0,1,0,0
BFNK_17,Archit Mehta & Kalim Ahmed,Alt News,IFCN,ANI ने नुपुर शर्मा के खिलाफ़ AIMIM सांसद इम्तियाज़ जलील के बयान को ग़लत तरीके से पेश किया?,ANI incorrectly introduced the statement of AIMIM MP Imtiaz Jalil against Nupur Sharma?,इस साल मई के आखिरी हफ़्ते में बीजेपी की राष्ट्रीय प्रवक्ता नुपुर शर्मा ने नेशनल न्यूज़ चैनल टाइम्स नाउ पर पैगंबर मुहम्मद के बारे में विवादित टिप्पणी की थी. इसके…,"In the last week of May this year, BJP's national spokesperson Nupur Sharma made a controversial remarks about Prophet Muhammad on National News Channel Times Now. Its…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Feature-Image-Template-1.jpg?resize=300%2C169&ssl=1,15th June 2022,https://www.altnews.in/Hindi/no-ani-did-not-misquote-aimim-mp-imtiaz-jaleel-on-his-speech-against-nupur-sharma/,Politics,Hindi,Maharashtra,Twitter,no,no,yes,0,2022-06-15,2022.0,6.0,Wednesday,0.275,0.5083333333333333,13,27,18,30,0,0,1,0
BFNK_18,Kalim Ahmed,Alt News,IFCN,नूपुर शर्मा के बयान के विरोध में कानपुर में हुए प्रदर्शन का बताकर पुराना वीडियो वायरल,Old video viral by telling the protest in Kanpur to protest against Nupur Sharma's statement,सोशल मीडिया पर एक वीडियो क्लिप वायरल है जिसमें कुछ लोगों को बंदूक लहराते हुए देखा जा सकता है. दावा किया जा रहा है कि ये वीडियो कानपुर का है…,A video clip is viral on social media in which some people can be seen waving guns. It is being claimed that this video is from Kanpur…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Dhaura-Tanda-village-firing.jpg?resize=300%2C169&ssl=1,14th June 2022,https://www.altnews.in/Hindi/old-unrelated-video-falsely-linked-to-kanpur-protests-against-nupur-sharmas-remark/,Politics,Hindi,Kanpur,Twitter,no,yes,no,0,2022-06-14,2022.0,6.0,Tuesday,0.03333333333333333,0.06666666666666667,15,27,16,30,0,1,0,0
BFNK_19,Abhishek Kumar,Alt News,IFCN,मीडिया आउटलेट्स ने सत्येन्द्र जैन के मुंह पर दिख रही परछाई को खून बताया,Media outlets described the shadow seen on the mouth of Satyendra Jain as blood,कथित मनी लॉन्ड्रिंग के मामले में 30 मई को प्रवर्तन निदेशालय ने दिल्ली के मंत्री सत्येंद्र जैन को गिरफ्तार किया था. इसके बाद उन्हें 31 मई से 9 जून तक…,"On May 30, Delhi Minister Satyendra Jain was arrested by the Enforcement Directorate in the alleged money laundering case. After this, they from 31 May to 9 June…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Satyendra-Jain.jpg?resize=300%2C157&ssl=1,13th June 2022,https://www.altnews.in/Hindi/fact-check-media-outlets-claim-satyendra-jain-face-injured-blood/,Politics,Hindi,Delhi,Twitter,no,no,yes,0,2022-06-13,2022.0,6.0,Monday,-0.1,0.1,14,28,14,30,0,0,1,0
BFNK_20,Kinjal,Alt News,IFCN,कानपुर हिंसा के बाद पुलिस की कार्रवाई से जोड़कर ठाणे का पुराना वीडियो शेयर,Share old video of Thane by linking police action after Kanpur violence,सोशल मीडिया पर 18 सेकंड की एक वीडियो क्लिप वायरल है. वीडियो में कुछ पुलिसकर्मी लाठीचार्ज करते हुए दिख रहे हैं. इसे शेयर करते हुए दावा किया जा रहा है…,"A video clip of 18 seconds is viral on social media. In the video, some policemen are seen lathi -charged. While sharing this, it is being claimed…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Untitled-design.jpg?resize=300%2C157&ssl=1,10th June 2022,https://www.altnews.in/Hindi/old-video-of-thane-lathicharge-linked-to-kanpur-violence/,Politics,Hindi,Kanpur,Twitter,no,yes,no,0,2022-06-10,2022.0,6.0,Friday,0.03333333333333333,0.06666666666666667,12,27,14,30,0,1,0,0
BFNK_21,Abhishek Kumar,Alt News,IFCN,"BJP नेताओं ने तमिलनाडु की बताकर शेयर की एडिटेड तस्वीर, BSP का झंडा लगा रहे थे कार्यकर्ता","BJP leaders shared the sharing picture of Tamil Nadu, workers were putting BSP flag",एक तस्वीर सोशल मीडिया पर वायरल है जिसमें कुछ लड़के बिजली के खंभे पर भाजपा का झंडा लगा रहे हैं. इसे शेयर करते हुए कहा जा रहा है कि ये…,"A picture is viral on social media in which some boys are putting a BJP flag on the electric pole. While sharing this, it is being said that this…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/BSP-तेलंगाना-के-झंडे-को-एडिट-कर-इसे-BJP-तमिलनाडु-का-झंडा-बताया-गया2-1.jpg?resize=300%2C157&ssl=1,11th June 2022,https://www.altnews.in/Hindi/morphed-image-shared-by-bjp-leaders-as-lotus-is-blooming-in-tamil-nadu/,Politics,Hindi,Tamil Nadu,Twitter,no,no,yes,0,2022-06-11,2022.0,6.0,Saturday,0.03333333333333333,0.06666666666666667,14,29,17,30,0,0,1,0
BFNK_22,Kinjal,Alt News,IFCN,अशोक गहलोत ने मुस्लिम वोट के लिए राम के ‘म’ का मतलब ‘मोहम्मद’ बताया?,Ashok Gehlot called Ram K 'M' for Muslim vote called 'Mohammed'?," सोशल मीडिया पर 11 सेकंड की एक वीडियो क्लिप वायरल है. वीडियो में राजस्थान के मुख्यमंत्री अशोक गहलोत भाषण दे रहे हैं. वो कहते हैं, “राम में जो ‘र’ उसका… "," A 11 -second video clip is viral on social media. In the video, Rajasthan Chief Minister Ashok Gehlot is giving a speech. He says, ""The 'Su' in Rama…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/compare-.jpg?resize=300%2C157&ssl=1,27th June 2022,https://www.altnews.in/Hindi/clipped-video-of-ashok-gehlot-shared-as-he-said-m-of-ram-stands-for-mohammad-muslim-appeasement/,Politics,Hindi,Rajasthan,Twitter,no,yes,no,0,2022-06-27,2022.0,6.0,Monday,0.016666666666666666,0.03333333333333333,11,28,14,30,0,1,0,0
BFNK_23,Kalim Ahmed,Alt News,IFCN,UP पुलिस का सपा कार्यकर्ताओं पर लाठीचार्ज का पुराना वीडियो ज्ञानवापी मस्जिद मामले से जोड़कर शेयर,UP police shared old video of lathicharge on SP workers by linking it to Gyanvapi Masjid case,सोशल मीडिया पर एक वीडियो क्लिप वायरल है. इसमें दंगे के दौरान पुलिस अधिकारियों को एक व्यक्ति की बेरहमी से पिटाई करते हुए देखा जा सकता है. दावा किया जा…,"A video clip is viral on social media. In this, police officers can be seen brutally beating a person during the riots. Claimed…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Unrelated-to-Gyanvapi-Mosque.jpg?resize=300%2C157&ssl=1,4th June 2022,https://www.altnews.in/Hindi/old-video-of-up-police-lathi-charging-sp-workers-linked-with-gyanvapi-mosque-case/,Politics,Hindi,UP,Twitter,no,yes,no,0,2022-06-04,2022.0,6.0,Saturday,-0.42083333333333334,0.5333333333333333,17,23,16,30,0,1,0,0
BFNK_24,Kalim Ahmed,Alt News,IFCN,फ़ैक्ट-चेक: चित्तौड़ के इस मंदिर को मुगलों ने मस्जिद में बदल दिया था?,Fact-check: This temple of Chittor was converted into a mosque by the Mughals?,सोशल मीडिया पर मंदिर की तरह दिखने वाली एक स्ट्रक्चर की तस्वीर अलग-अलग कैप्शन के साथ वायरल है. मंदिर जैसी दिखने वाली इस स्ट्रक्चर के ऊपर एक गुंबद है. कैप्शन…,A picture of a structure that looks like a temple on social media is viral with different captions. There is a dome above this temple -like structure. caption…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/06/Shringar-Chauri-Chittor.jpg?resize=300%2C157&ssl=1,23rd June 2022,https://www.altnews.in/Hindi/no-this-temple-in-chittor-was-not-converted-into-a-mosque/,Politics,Hindi,Rajasthan,Twitter,no,no,yes,0,2022-06-23,2022.0,6.0,Thursday,0.011111111111111112,0.25555555555555554,13,28,13,30,0,0,1,0
BFNK_25,Aritraa Dey,Alt News,IFCN,क्या आज़ादी से पहले महात्मा गांधी ‘ब्रिटिश आर्मी’ का हिस्सा थे?,Was Mahatma Gandhi part of the British Army before independence?,सोशल मीडिया पर एक ब्लैक एंड व्हाइट तस्वीर वायरल है. तस्वीर में एक जैसी धारीदार वर्दी और फॉर्मल कपड़े पहने कुछ लोगों को देखा जा सकता है. तस्वीर में अंतिम…,A black and white picture is viral on social media. Some people wearing similar striped uniform and formal clothes can be seen in the picture. Last in the photo…,https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/Untitled-design-4-1.jpg?resize=300%2C157&ssl=1,31st May 2022,https://www.altnews.in/Hindi/no-this-photo-doesnt-show-gandhi-as-part-of-british-army-pre-independence/,Politics,Hindi,India,Twitter,no,no,yes,0,2022-05-31,2022.0,5.0,Tuesday,-0.026666666666666665,0.19333333333333333,10,29,11,30,0,0,1,0
BFNK_26,Abhishek Kumar,Alt News,IFCN,सिद्धू मूसेवाला की हत्या की ज़िम्मेदारी लेने वाला गैंगस्टर गोल्डी बराड़ की तस्वीर भगवंत मान के साथ?,"Picture of gangster Goldie Brar, who took responsibility for the murder of Sidhu Mouswala, with Bhagwant Mann?",29 मई 2022 को मशहूर पंजाबी सिंगर शुभदीप सिंह सिद्धू उर्फ सिद्धू मूसेवाला की मनसा ज़िले में गोली मारकर हत्या कर दी गई. एक फ़ेसबुक पोस्ट के जरिए इस हमले…,"On 29 May 2022, famous Punjabi singer Shubhdeep Singh Sidhu alias Sidhu Mosewala was shot dead in Mansa district. This attack through a Facebook post…",https://i0.wp.com/www.altnews.in/Hindi/wp-content/uploads/sites/2/2022/05/Untitled-design-3.jpg?resize=300%2C157&ssl=1,30th May 2022,https://www.altnews.in/Hindi/fact-check-sidhu-moose-wala-murder-case-the-person-in-the-viral-image-is-not-that-goldy-brar/,Politics,Hindi,Punjab,Twitter,no,no,yes,0,2022-05-30,2022.0,5.0,Monday,0.15,0.7,17,25,17,30,0,0,1,0
